author,rating,date,review_text
Zhansaya Zhanarbekova,5,30 декабря 2021,"Бугін отбасымызбен Шафранға барып қайттық , тамақтары дәмді ұнады , қызмет көрсету сапасыда жоғары , шашлыктары қатты ұнады."
Карина Каримова,5,28 декабря 2021,"Официантка Азиза молодец,благодарны вам,родители которые приходили неделю назад на обед с четырьмя детьми.кафе Шафран мы посещаем около четырёх лет,все отлично"
Shindaulet Risbaev,5,21 декабря 2021,Все понравилось все вкусно официанты вежливые Размет Нурьеку за то что подсказал по меню. Спасибо команде Шафран!
Ажара .,5,21 декабря 2021,Было очень вкусно:) вежливый персонал👏
Тимур Хаштамов,5,21 декабря 2021,Отличное обслуживание и кухня!
Жанна Базарбаева,4,21 декабря 2021,"Обслуживание 10+, а вот кухня не очень."
Iminzhan Mukhamedov,4,21 декабря 2021,"Еда на оценку хорошо, официанты молодцы, обслуживание на высоте."
Айгерим Сраилова,5,21 декабря 2021,"Очень люблю свой любимы ""Шафран"". Всегда-очень свежие блюда, очень все вкусно. И европейская, и азиатская кухни. Персонал очень вежливый, улыбчивый! Если перекусить, то, только, в наш любимый ""Шафран""! Спасибо, любимый ресторан!😍"
Алтынай Жетписбаева,5,21 декабря 2021,"Очень вкусно и официанты вежливые, спасибо, рекомендую"
Марьям Марьям,5,21 декабря 2021,Очень хорошое место 🔥🔥🔥🔥🔥🔥🔥🔥
Кажыс Амантайулы,5,19 декабря 2021,Өтк жақсы жер өте керемет тағамдарыда жақсы және офицант Нұрлыбекке үлкен рақмет өте жақсы қызмет көрсетті алғысым шексіз Нұрлыбекке жәнеде шафранға
Аделя Сулейменова,4,19 декабря 2021,"Да были сегодня. Большая благодарность официанту Олжасу. Отличный официант. А вот лагман немного подвёл, раньше был вкуснее."
Бауыржан Далмаханов,5,18 декабря 2021,Очень вкусный кафе особа официант Нурлыбек хороший обслуживать 👍👍👍
Sara Berikbaeva,5,18 декабря 2021,Өте керемет. НҰРЛЫБЕККЕ үлкен рақмет.!
Marhabat Adilbekova,5,18 декабря 2021,Азизаға рахмеет көп☺️ Қызмет көрсету жоғарғы деңгейде💯
Azamat Ongaruly,5,18 декабря 2021,Оте керемет кафе. Асиресе Нурлыбек официант жигитке рахмет! 👍
Бегарыс Алдангаров,5,"18 декабря 2021, отредактирован","Нұрлыбек бауырыма рахмет өз ісін жақсы атқарат, тамақтары да дәмді!"
Akniet Orpabaev,5,18 декабря 2021,Нурлыбек 👍🏻👍🏻👍🏻 өз ісінің шебері
Кубейсын Алдашбаев,5,18 декабря 2021,"Нурлыбек красавчик, Молодец, Я за тебя))
Хороший официант!"
Ерасыл Асылхан,5,18 декабря 2021,"Очень классно всё понравилось. Сервис, обслуживание спасибо официантке по имени Азиза. А блюдо вообще супер 👍"
Айгерім Узганбаева,5,18 декабря 2021,Нурлыбек офицантка ракмет. Жақсы қызмет көрсеттті. тамақтарыда дәмді екен. Советуюю
Ж.С Джумагалиев,5,18 декабря 2021,"👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻
Спасибо Официантам👍🏻"
Нурбол Камзанов,2,16 декабря 2021,"Тамактары дамди, бирак порциялары кишкентай. Ортаға тамак заказ бергенбиз 4 адамға, 4 ер азамат тоймадык, чайлары орташа"
Маке,5,13 декабря 2021,"Кеш жарық! Акжол деген офицантқа үлкен рахмет, өте тез жақсы қарсы алып, жоғарғы деңгейде керемет қызмет көрсетті! Молодец рахмет!👍✊"
Городская легенда,5,9 декабря 2021,"Вчера были здесь, кухня вкусная, сервис хороший, наш официант аж трижды нам поменял прибор на чистые Рахмет команде Шафран и Нуркену)"
Gulnur Kaldarbai,5,8 декабря 2021,"Сегодня были у вас, нам все понравилось. У вас Там прям Уютненько, еда, лагманы ооочень вкусные, сытные и цены приемлимые. Отдельное спасибо официантке Асема, лапулька такая
В общем советую всем именно этот филиал, не пожалеете 👏🏻"
Gulvira Shardarbekova,5,7 декабря 2021,"Очень вкусно
Асем деген кыз афицантка супер"
Едик Оспанов,5,7 декабря 2021,"Все вкусно, девушка по имени Азиза много чего подсказала.)))"
Жансая Нурбаева,5,6 декабря 2021,"Все была шикарно вчера были у вас особенно огромное спасибо Дастану
Стейки, лагманы ,лимонады все вкусно процветание вам !"
Marzhan Issabekova,5,6 декабря 2021,Керемет жер! Кызмет корсетулери тамактары бари ойдагыдай! Азиза официантка улкеен рааахмет 👌
?????? ??????????,5,5 декабря 2021,Тамақтары өте дәмді и счет тоже жақсы арзан шыкты 3 адамға .Офицант Нурлыбекка рахмет қызмет көрсету жоғарғы деңгейде
Адалят Тохтиева,5,5 декабря 2021,"было очень вкусно, впечатлены приветствием, обслуживание Амира было на высшем уровне🥰🥰🥰👍🏻👍🏻"
Abylay Abylbayev,5,5 декабря 2021,"Бүгін бұл шафранда болдым, тапчанда Бағдаулет деген бала оте жақсы обслуживать етті тез әкеліп мейірімді сөйлейді жарайсың."
Акбота Жанабек,5,5 декабря 2021,"Очень вкусно,хороший персонал,особенно официант Азиза👍🏼"
Без Имени,5,5 декабря 2021,"Кухня отличная, очень вкусно, особенно лагман. Из всех Шафранов в этом филиале вкуснее всего готовят"
Алтын Банк,5,29 ноября 2021,"Вкусно, восхитительно и чисто. Сервис и кухня мне и нашим гостям очень понравилось."
Жанна Кадырова,5,29 ноября 2021,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
Bolat Koldassov,5,28 ноября 2021,Отте дамди! Багасы кол жетимди!
Гулдана .,5,28 ноября 2021,все понравилось. очень хорошо. спасибо официанту Нурлыбек👍🏻
Alex smilesasha,5,28 ноября 2021,Очень вкусно. Спасибо. официант Газиза вежливый сотрудник 👍
Динара Оспанбекова,5,28 ноября 2021,"Все очень вкусно, большое спасибо Азизе обслужила нас хорошо!!! Все супер"
Armanym Rzabayev,5,27 ноября 2021,"Сапалы қызмет дәмді тағам үздік қызметкерлер!
Үлкен рахмет Нұрлыбек бауырыма өте жақсы қарым қатынас клиентпен👍🏻 Администраторга бөлек алғыс осындай команда жинаған!"
Жулдыз Доскараева,5,23 ноября 2021,Салеметсиздерме сиздерге улкен рахмет кешки ас оте дамди болды кызметкерлер оз жумыстарын ойдагыдай аткарады екен.Кайпаева Азизага рахмет😊!
Adalyat Tokhtieva,5,23 ноября 2021,"Кухня и обслуживание на высшем уровне. Каждый раз приходя, остаемся с хорошим впечатлением.
Хотела бы отметить официанта Амира, очень хорошо обслужил👍🏻👍🏻👍🏻👍🏻🥰🥰"
Айда Аширбекова,5,23 ноября 2021,"Сәлеметсіздерме
Сіздерден түскі ас ішкен болатынмын өте дәмді алматы қаласындагы ең таза қызмет көрсету сапасы өте жоғары
Бізге қызмет көрсеткен Гүлзира ханымға алғысым шексіз🥰"
Динара Казиева,5,19 ноября 2021,Очень вкусно. Всем советую.
Арман Сауытбек,1,15 ноября 2021,Никогда не заказывайте доставку! Ждали миллион лет! Девушка на телефоне тупая сидит🤦🏻‍♂️
Tolebi Zhmbyl,1,14 ноября 2021,"Заказал Нарын.
1 тесто отваренно на воде без соли вообще безвкусное.
2 бульон безвкусный как будто просто кость отварили и все даже не посолили.
3 чесночный хлеб 2 куска прожаренны с обеих сторон 2 кусочка только с 1 стороны ( забыли видимо )
Марокканский чай голимый гренадин.
Вывод больше никогда сюда не зайду и тех кто захочет буду отговаривать.
Не советую это место."
Sanjar Nurbakit,5,9 ноября 2021,"Біз бүгін достарымызбен Жайдарман 32 шафранда болдық. Тағамдары өте дәмді Официант Нұрбек жақсы қызмет көрсетті😊 Администратор Серік өз ісінің шебері екен қонақ жай, күліп қарсы алып шығарып салды ! Все на высшем уровне! Жұмыстарыңызға сәттілік, тәтті тағамдарыңызға рахмет клиеттеріңіз көп болсын 😘"
Бахытжан Укенов,5,9 ноября 2021,Вкусно поели хорошо посидели
Еркеша Еркеша,3,8 ноября 2021,"Постоянно хвалила вас всем. Но сегодня очень сильно разочаровалась. Ребёнку заказали пельмени, бульон просто ужасный, у вас повар влюбился ??? Фетучини с семгой вкусный. Мясо в гуйру жесткое. Хотели на топчан сесть долго ждали никто не выходил, попросили бармена (грубый), так и никто не вышел, потом зашли сами. В такой холод принесли холодную колу, попросила тёплую сказали то что есть. В конце вообще наш официант исчез куда-то. Долго ждали счёт, 2 раза подошла сама. Так и теряете своих постоянных клиентов."
Sanny M,5,8 ноября 2021,"Вкусно,уютно,красиво👍🏻
Очень нравится восточная стилистика кафе😍"
Raul Tulendin,1,6 ноября 2021,"Одна песня уже на протяжение 1,5 лет. Оплата только наличными или Каспи перевод. Все в один голос говорят 1,5 года, что терминал временно не работает. Посылали меня снять деньги через дорогу. Зачем такие неудобства для клиентов?. На просьбу позвать админа, позвали. Только после этого принесли терминал Халык банка, пробили оплату, чек не дали, убежали сразу. Значит, терминал все таки есть, а сотрудники обманщики. Вся сеть работает нормально в части любого вида оплаты, но только Шафран на Яссауи придумывает басни, что терминал временно не работает. Сокрытие налогов?)))))) P.S. Еда, кстати, не такая вкусная как раньше. В этот Шафран (на Яссауи) больше ни ногой ни я ни мои знакомые."
Kutlukzhan Izizzhanov,5,4 ноября 2021,"отличное заведение, обслуживание на высшем уровне, кухня просто огонь👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻😍😍😍😍"
Ardak Kairatylu,5,3 ноября 2021,"Приходили с коллективом , посидели хорошо. Кухня супер ! Обслуживание на уровне . Мы остались очень довольны, нам все очень понравлюсь! Администратор Серик супер 👍 В общем кафешка шикарный! Спасибо поварам очень было вкусно порции такие приличные все свежее. Горячие приносили во время! Цены приемлемые !"
Аяулым Серикова,5,3 ноября 2021,"Уютное место с прекрасным интерьером, вкусной едой и хорошим обслуживанием.👍🏻"
Фариза Баяхметова,5,3 ноября 2021,"Все вкусно 😋
Обслуживание 👍🏻"
А А,5,3 ноября 2021,"Всем привет✋🏼 Отмечали д/р подруги , ВСЕ на высшем уровне👍🏼 Все новое, вкусная кухня👏🏼 Обслуживание, сервис, гостеприимство✊🏼 Ребята большие молодцы, теперь мы постоянные гости😊 Спасибо вам👍🏼"
Гульжан Умирзакова,5,3 ноября 2021,Еда вкусная .Было очень вкусно.Официантам спасибо.Хорошо обслуживали.Адмистратор Серик вам спасибо .Сам встречает клиентов.Нам очень понравилась .Всем спасибо😘😘
Султан Таскынов,5,3 ноября 2021,Очень крутое заведение 💥 не один раз были в данном заведении. Очень вкусно и быстро . Всем спасибо ребята за отличный день! И всё прошло на высшем уровне! И отдельно спасибо администратор Серик! Ребята персонал молодцы ! Обязательно придём ещё и ещё 😘
Айдос Пайзрахман,5,3 ноября 2021,классно обслужили еда 🥘 на высшем уровне
Аделья Нуртас,5,"3 ноября 2021, отредактирован","Было очееень вкусно 👍 официанты вежливые, обслуживание хорошее. Администратор Серик 👍 вам спасибо огромное 👆🏻 сам встречается клиентов. Нам очень понравилось"
Bek bekovich,1,3 ноября 2021,Все было ужасно' обслужили не очень вежливо' грубая девушка' суп лапша без ничего' без зелени в белой супнице на половину как будто это 0'5' и теплое. зато Плов принесли не уточняя какой' самый дорогой усыпанный красным луком которого было очень много' чай теплый' лепёшка вчерашняя. В общем не как раньше. Марку теряете ребята.
Бектұрсын Шерханов,5,3 ноября 2021,"Отличное заведение вкусная еда, хорошие официанты"
Арман Ергешов,5,3 ноября 2021,Приветливый персонал еда просто на высшем уровне🥇
Олжас Құдайберген,5,3 ноября 2021,"Вкусная еда, отличное обслуживание спаибо вам"
Отзыв Клиент,1,30 октября 2021,"Обслуживание очень плохое. Официантов не найти, а если нашел, не хотят подходить. Ссылаются друг на друга. По еде: рис был недоваренный, мясо жёсткое."
Айдана Тубекбаева,5,30 октября 2021,"Ужинали сегодня у вас вечером бронировали топчан нас встретил парень приветливый указал наш топчан очень быстро принял заказ даже что удевительное он все запомнил сказал что он запомнить вот это память) А кухня вообще отдельное шашлыки очень вкусные,лагманы шикарные обслуживание идеальное я скажу 10/10 мой балл вам😘👍"
Malika,2,28 октября 2021,"Плохое обслуживание, пришли покушать 28.10.2021 вечером. официанты вообще не реагируют 3-4 раза нужно повторять. Сперва долго ждали пока возьмут заказ, дальше принесли холодный чай. Полный ужас это когда официанты начали ругаться и покрывать друг друга матом🙄 что за неуважение к посетителям."
So Easy,1,28 октября 2021,"Меню оч.дорого за такое обслуживание, еда так себе, лучше сходите в каганат)"
Nurgisa Pernebayev,1,28 октября 2021,"Пришли покушать, долго ждали пока официант возьмёт заказ, сперва принесли остывший чай, потом ещё раз ..."
Жанибек Тукан,5,18 октября 2021,Отлично обслуживает хорошая еда
Рахим Ахметов,5,14 октября 2021,Отлично посидели с друзьями
Ruslan Lion,4,29 сентября 2021,"Все вкусно, только вот шашлык какой то разваристый"
Aruzhan Amitova,5,21 сентября 2021,Обслуживание на высшем уровне. Обслуживал Акжол. Очень внимательный.
Михаил Деметов,5,21 сентября 2021,Очень и очень вкусно
Yermek Kengerbayev,2,18 сентября 2021,"Очень медленное обслуживание, раньше было лучше! Официанты стали наглеть и в целом плохое обслуживание"
Индира Амирова,5,8 сентября 2021,Очень вкусно готовят! Отдельное спасибо официанту Бауыржан! Обслуживание шикарное!
Елшат Абдрахманов,5,27 августа 2021,"Отличное место, уютно и вкусно! Обслуживание супер! Рекомендую всем!"
Оксана Буренкова,1,22 августа 2021,Сегодня 22 августа зашла взять Гуйру лагман.Жесть тесто липкое не свежее видно с разморозки .Подлива где это такое с огурцами я же не Тайское заказала Жесть.Лепешки подогрели так они были не свежие а стали вообще деревянные.Мы что свиньи что такое месиво нам даёте .Ждала пол часа чтоб это не назвать едой мне принесли.Гадюшник .Официант милый улыбчивый одно радует.
Крутой Доскин,5,18 августа 2021,"Очень вкусно, очень приятно, очень чисто. Высший класс. Очень хорошо обслуживала нас Офиациантка по имени Мадина!
Будем возвращаться ❤️"
Gorod Almaty,1,"13 августа 2021, отредактирован","Красивый интерьер
А вот кухня не вкусная и дорогая
Шашлык, маааленькие 5-6 кусочков 1100 тенге, для таких кусочков - такие большие шампуры ни к чему - их на спицах можно приготовить)))
Овощной шашлык, подгоревший
Домашний лимонад - разведенный сироп Барбадос)))
Картошка дольками - нарезанные 2 картофелины, тёмного цвета, видимо масло не свежее...писец
Пирожное 990 тенге...кусочек простой Молочной девочки
6300 тенге за двоих заплатили...вышли голодные
В туалете свет не работает, администратор предложила светить себе телефоном)))

Кто то пишет что сильная сторона кафе шашлык )))) ради бога не верьте им...посмотрите на сырой шашлык и куски представьте меньше на 30% хотя бы, ужарятся ведь
А обслуживание наоборот хорошее - но они и не виноваты ни в качестве еды ни в ценах"
Назерке Кусайнова,5,10 августа 2021,Цезарь базар жоқ екен
Сауле Кусенова,3,8 августа 2021,"Что то у них к вечеру половина из меню нет, даже газировки нет 👎🏻"
Мадина Тасмах,5,"4 августа 2021, отредактирован","Вкусные лагманы, очень хорошее обслуживание 👍 Придем еще раз! Отдельная благодарность официантам!!!"
Жаркынай Жаконь,1,"4 августа 2021, отредактирован","Подают в битых посудах,жалко что забыла запячатлить на камеру,а в компоте очень много осадков внизу графина,воопщем один стакан мусора,так ещё и вкус ужасный,какой-то прокисшый ли протухший.Заказала говядину в горшочке а картошка там сырой оказалась.Больше не ногой!"
Almas Abdilda,5,31 июля 2021,"Заведение очень хорошое, еда вкусная и не дорогая. Вежливые официанты и блюда несут быстро. Давно уже ходим в шафран. Думаю негативного ничего нет, каждый официант реагирует только на своего клиента из за этого может показаться клиенту что его игнорят.
Все отрицательные отзывы скорее всего от конкурентов."
Sezim Aubakir,5,30 июля 2021,"Қызмет көрсетуі өте керемет, офисант Үмітпен, Талғат рахмет.Тамаша жер 👍"
Salamat Amangeldiev,5,30 июля 2021,Хорошая еда и обслуживание
Malikuly Dinmukhamed,1,30 июля 2021,"Берегите сток Здоровье, заказал себе гонфан и во время приема пищи попалась кость и сломала мне зуб. Не рекомендую данное заведение для посещения."
Kairat Zhangirov,1,29 июля 2021,"Заказал дин дин цомян - принесли самый маленький лагман в моей жизни, просто детская порция. Разочарован. Ещё почти вегатерианский."
Мадияр Керейбай,5,29 июля 2021,"Очень вкусно, отличное быстрое обслуживание, Спасибо Батыржану за обслуживание, было вкусно"
Ulpan Serik,5,29 июля 2021,"Очень хорошее обслуживание, вкусное меню, Официанту Батыржан спасибо за настроение и обслуживание"
ULAN.ADAMBAEV,5,29 июля 2021,"Очень вкусное меню, особенно Сырный крем-суп, обслуживание на Высшем уровне, отдельное спасибо официанту ""Батыржан"""
Асан Аскарбек,5,27 июля 2021,Всё на высшем уровне 👍 отличный сервис 🔥 пришли поужинать всё быстро готовят за это спасибо поварам и обслужуюшему персоналу!
Gulzada Gulz,5,24 июля 2021,"Отличная обстановка, вкусная еда. Персонал очень вежливый и предупредительный. Нас обслуживал Бауржан - очень внимательный молодой человек. Молодцы👍👍👍👍"
medeu medeu,5,23 июля 2021,"Давно не ходил сюда , сегодня решил заскочить , сервис стало еще лучше , еда также вкусно , особенно спасибо официанту Абылай , такого обслуживание даже крутых ресторанах не предоставляют 👍👍👍"
Dinara S,5,23 июля 2021,"Ходим сюда уже многие годы, все вкусно, обслуживание отличное, приветливые официанты (Абылай)
Рахмет"
Гаухар Бекпаева,5,23 июля 2021,Очень вкусно! Обслуживание на высоком уровне! Отдельное спасибо официанту Абылай ! Очень любезный и внимательный !
Жадыра Аятбекова,5,23 июля 2021,Все на высшем уровне 👍
Амина Канатова,1,23 июля 2021,Обслуживание-разочарование
Ринат Саудебаев,5,22 июля 2021,Өте дәмді әрі жақсы қарым-қатынас.
Bagdaulet Yerkin,1,22 июля 2021,Долго ждать минимум 20 минут
Zhomart Sarsenov,5,22 июля 2021,"Все очень вкусно👍, мы были всей семьёй, официант Хабиб всё время приходил спрашивал, всегда улыбается, быстро приносит заказы. Спасибо Хабибу за прекрасную обслуживанию"
Мадина Б,5,21 июля 2021,"Хочу сказать, спасибо милой девушке Азизе, за быстрое обслуживание. Все было вкусно!"
Адэлья Алиева,1,19 июля 2021,"Ужасное обслуживание!!! Сервис на низком уровне👎 Всегда ходили только в Шафран, но в последнее время все было хуже и хуже👎 Теперь ни ногой сюда!!! Не буду все описывать, потому что невозможно описать то что, мы получили в конце!!!!
Не рекомендую!!!"
Тося Лопаткина,5,17 июля 2021,"Очень люблю Shafran, дома ничего подобного не получается приготовить. Чисто, уютно, приветливый персонал. Даже если блюдо долго готовится, то оно того стоит, всегда свежее и горячее. С детьми одно удовольствие там отдыхать игровая комната, стульчики для малышей, расскраски... Тапчаны очень комфортные, зимой с подогревом и главное полная изоляция от соседей. Раньше ещё канарейки радовали своим щебетом 😍"
Bad Neon,1,"15 июля 2021, отредактирован","Маленькие порции. Недожаренные шашлыки, мясо пахнет чем-то противным.Совсем ничего вкусного, ужасно испортилось место. И уже второй раз «забывают» добавить что то в счёт. А новый счёт пробить не могут. В остальных сетях такого бардака нет как на Яассауи"
Даяна Тулебай,5,13 июля 2021,"Впервые тут. Нас очень хорошо встретили. Еда очень вкусно. Я грипповала, заказала себе чучвара , очень прекрасный суп 🍲 прям , очень вкусно. И Лагман , гошнан тоже вкусный. Ташкентский чай тоже 🤪🤪🤪 общем все вкусно. Ещё красный бархат 😍😍😍 официант Бауыржан нас очень хорошо обслужил. Много раз подходил спрашивал все ли нравится нам , общем опять вернёмся буйртса"
Ilyarrr 999,5,12 июля 2021,Очень все вкусно 5️⃣5️⃣5️⃣5️⃣5️⃣
Аяулым Орисбаева,1,12 июля 2021,"Ходим к вам с открытия , но в последнее время одно разочарование , вечно не успевающие официанты , и кухня ужасно испортилась"
Нуршат Аймагамбетова,5,9 июля 2021,"Тағамдары өте керемет! Барлығы ұнады, салаттың бірнеше түрлері бар. Асемаға ерекше рақмееет😘"
Баскарбек Альпиев,5,7 июля 2021,Бізге қызмет көрсеткен Батыржан официант өте сыпайы бала өте жақсы қызмет көрсетті. Тамақтары өте дәмди аспазшыларға көп рахмет
Кама К,5,6 июля 2021,Самое лучшее обслуживание из всех филиалов. Все было очень вкусно ! Спасибо за обслуживание официанту Абылаю💯
Сенатор МакКинзи,5,2 июля 2021,"Купил мясо на шашлык (баранина). Вкус просто БОМБА! Спрашивайте у Жандарбека) возьмите, не пожалеете🔥"
Мухаметжан Медина,2,30 июня 2021,Обслуживание не очень. Кондиционер не работает. Мне не понравилось
Dima Zhenisbek,5,30 июня 2021,"көркейе беріңіздер, тек алға барлык Шафранға барамын , но Яссауй Шафран #1
тағамдарыныз дәмі тіл үйіреді оссобука из баранины өте дәмді аспазшыға рахмет
және қызмет көрсету сапасы өте жоғары денгейде !"
Arnat Sultanali,5,30 июня 2021,"29.07.2021 Өте керемет интерьер ,сапалы тағам жақсы қызмет, тез әрі жылдам күнде келуге тырысам Рахмет сіздерге"
Катира Кабдувахит,5,29 июня 2021,"Вкусная кухня, часто посещаем данное заведение👍🏻"
Dılek ....,5,29 июня 2021,Тамақтары өте дәмді әрі тез қызмет көрсетті. Барып көріңіздер👍🏻
Коржик Жан,1,26 июня 2021,Ужасный сервис. Официанты грубые и неприветливые.
Бакдаулет Нурдаулет,5,26 июня 2021,Шафран на Яссауи очень классный сервис обслуживание еда особенно европейская кухня классная спасибо за обслуживание желаем вам успеха на работе и процветания 😘🤩
Айдын Мамырхан,5,26 июня 2021,"Вчера были в шафране на яссауй все было вкусно атмосфера классная сервис,обслуживание классно быстро спасибо вам за теплый гостеприимство"
Mikhail Wu,4,25 июня 2021,"Еда вкусная, сильная сторона это шашлык и восточная кухня. Слабое место: обслуживание, его скорость и качество. В особенности: время между посадкой и принятием заказа. Пока приберут и засервируют стол, пока принесут меню, пока примут заказ, кажется, что проходит целая вечность. В общем есть над чем подумать и поработать. Возможно, стоит пригласить на работу большее количество официантов."
Вероника Киселёва,1,21 июня 2021,"Заказ ждали долго, хотя заказали только одну пиццу, она была безвкусная. Стаканы грязные, противно пить из них, тарелки тоже грязные. Официанты так себе, только один смог объяснить все нормально."
I kadyroov,5,"20 июня 2021, отредактирован",Администратор топ все исправил
Car-Crash Drive,5,18 июня 2021,"хочу сказать огромное спасибо Аруну . видно что девушка ответственная и очень вежливая, скромная. еда была очень вкусная. обслуживания просто шикарно 🙏🏻👍🏻"
Мобил Плюс,1,18 июня 2021,Нашли мусор в лагмане 😥
Beibars Shabdan,5,18 июня 2021,"Бүгін бізге Аруна деген қыз қызмет етті,заказ кешіктірмей алып келді,рахмет сіздерге!!!"
Жандос Токтарбеков,5,17 июня 2021,"Бүгін шафраннан тамақтандық отбасымызбен, бәрі керемет астары дәмді бәрі жақсы ұнады. Даяшыларыда өте жақсы қызмет көрсетті 10 деген баға. Рақмет Ақжол."
Инжу Кенесова,5,17 июня 2021,"Бәрі өте дәмді.
Ұқыпты
Азиза өте ұқыпты ,сыпайы қыз .Рақмет Азизаға"
Кымбат Раиспекова,5,17 июня 2021,Все очень вкусно 🥰 Обслуживание просто классно спасибо Азизе 🙂
Kulekenov Nurlan,5,17 июня 2021,Сегодня был в шафране все очень вкусно обслуживание классное спасибо Азизе
Daurenbek Askarov,5,16 июня 2021,"хорошее место для семейного ужина! ещё, хотелось бы ваше меню вкладку в 2гис-е! если возможно, то пожалуйста создайте вкладочное меню! спасибо!"
Канат Кенжебай,1,13 июня 2021,Полный отстой. Кухня полная лажа! Наверное в каганате лучше готовят чем в этом Шафране. Никому не советую . Еда не соответстуют ценам. Советую руковотству кафе поменять повора и воопще наладить весь персонал
Даная Эшмирзаева,5,10 июня 2021,"Ем уже здесь третий раз окрошку. Мясная очень вкусная. Муж любит казан кебаб, тоже вкусный. И сырные палочки свежие. Мммм.
Спасибо 🤗"
Камилла Альжанова,1,9 июня 2021,"Ужасная столовая!!!! Еда острая не возможно есть, обслуживание долгое, официанты мягко говоря туповатые…. Внимательно надо смотреть счёт. Мы сразу не посмотрели, только на следующий день заметили, что нам посчитали плов, хотя мы его не заказывали, взяли еду с собой, не положили лапшу в лагман, только подлив налили… отвратительное место(((("
Сания Исатаева,1,"8 июня 2021, отредактирован","Шашлык алдық, люляда шандыр шандыр, еті өте қатты, теплый салатта май өте көп. Мохитоның өзін дұрыстап жасай алмады. Повар ауысқанба бірдеңе. Өте нашар болды иамақтары. Жартысы сол күйі желінбей қалды."
Fannnn Nurdaulet,5,"7 июня 2021, отредактирован","Сегодня поужинали в Шафране на Яссауи. Еда очень вкусная,и доступная все на высшем уровне. Правда людей много,но официантка Назгуль быстро среагировала видела что мы с ребенком, и показала нам место на тапчане. Спасибо ей)И сервис был хорошим , предлагала всякие салаты и необычные блюда.все понравилось, шафран топчик ,спасибо вам"
Ернат Алғазы,5,6 июня 2021,Тамақтары өте дәмді Хабиб офицант обслуживаниесі өте жақсы
Азиля Мусатаева,5,3 июня 2021,Айым очень пунктуальная отзывчивая девушка доброжилательная 👍👍👍
Сымбат Есболова,5,3 июня 2021,"Огромная благодарность официанту Айым, посоветовала очень хорошие блюда, очень улыбчивая и приятная, спасибо ей!!!
Такая милашка прям 💋
Все было вкусно, спасибо!"
Асель Чарапиева,5,3 июня 2021,"Были там сегодня с сестрёнкой, вкусно, быстро накормили. Отдельное спасибо официантке Азиза.👍🏻"
Yera Zhasbassov,5,3 июня 2021,Азиза топ. Заведение приятное и все вкусно
Dias Sultanbekov,5,3 июня 2021,Сегодня были в шафране все очень вкусно и быстро обслуживание хорошое спасибо Мансуру
Укилим Бейсегул,5,3 июня 2021,Обслуживание жаксы тамактары дамди Азизага рахмет
Гульшат Яхьярова,5,3 июня 2021,Обслуживание отличное персонал вежливый. Все очень вкусно
Еламан Кенес,5,2 июня 2021,Сека официант хорошо обслужил! Молодец! Хорошее место и еда.. летник отличный
Инкар Сейдахмет,5,2 июня 2021,"Все было очень вкусно и оперативно, отдельное спасибл Секе😍"
Айнур Шаймерденова,5,2 июня 2021,"У Вас всегда шикарный Лагман. К обслуживанию никаких вопросов, официанты шустрые, всегда встретят, ничего никогда не забудут, обслужат быстро и качественно. Сегодня особое спасибо официанту Сека. Очень классно обслужил !"
Stif Stifler,5,2 июня 2021,Очень вкусно. Отдельное спасибо официанту Сека ✊🏻 придём ещё!
Sana Koldaskyzy,5,2 июня 2021,"Очень нравится ресторан, все вкусно"
Nurdaulet Kuatbayevich,5,1 июня 2021,Тамактары таш екен✊🏼🤙
Мейржан Жумагелдиев,5,1 июня 2021,"Шашлык просто тает во рту) все было очень вкусно!
Обслуживание на высшем уровне!
официант - Азиз рахмет!"
Lailim Andos,5,1 июня 2021,"Официантка Дильназ, очень милая девушка обслужила очень хорошо"
Эльмира Сыздык,5,31 мая 2021,"Новая зона сервис на высшем уровне,обслуживание супер!спасибо ребятам все понравилось!"
Asselya Akhmet,5,31 мая 2021,"Понравилось обслуживание на летке, вкусная еда"
Нуржигит Ахмедов,5,"31 мая 2021, отредактирован","Кухня и обслуживание на высоком уровне,официант Тима отлично обслужил!"
Асылхан Кенжебек,5,31 мая 2021,"Здравствуйте друзья здесь очень вкусно спасибо ребятам ещё хочу отметить офицанта по имени Тима огромное спасибо брат . За хорошее обслуживание 👍👍👍
Всем советую"
Акбота Калкозова,5,31 мая 2021,Обслуживание очень понравилось. Спасибо офицант Дастан
